"year","make","model","mileage","normalized_color","transmission","sold_price","bid_amount","end_date","bidders","watchers","comments","status"
"2017","Porsche","Panamera Turbo","28000","Silver","automatic","91000","91000","2024-12-18 05:00:00","35","751","31","sold"
"1987","Porsche","911 Carrera Cabriolet Roller Project","84000","Silver","null","17000","17000","2024-12-18 05:00:00","63","527","27","sold"
"2006","Porsche","Cayman S 6-Speed","14000","Gray","manual","null","27200","2024-12-18 05:00:00","29","1163","60","unsold"
"1991","Porsche","911 Turbo","90000","Red","manual","185000","185000","2024-12-18 05:00:00","48","1511","81","sold"
"2015","Porsche","Cayenne Diesel","66000","White","automatic","40750","40750","2024-12-18 05:00:00","26","574","54","sold"
"1987","Porsche","911 Turbo Cabriolet M505 Slant Nose","35000","Red","manual","176500","176500","2024-12-18 05:00:00","37","959","23","sold"
"1996","Porsche","911 Carrera Coupe 6-Speed","67000","Gray","manual","65000","65000","2024-12-18 05:00:00","36","1459","60","sold"
"2005","Porsche","Boxster S 6-Speed","96000","Red","manual","24000","24000","2024-12-18 05:00:00","37","796","54","sold"
"2018","Porsche","718 Boxster GTS","16000","Silver","automatic","56500","56500","2024-12-18 05:00:00","16","731","31","sold"
"1985","Porsche","911 Carrera Targa","76000","White","manual","66000","66000","2024-12-17 05:00:00","70","1230","90","sold"
"2012","Porsche","911 Turbo Cabriolet 6-Speed","16000","Gray","manual","120000","120000","2024-12-17 05:00:00","10","996","46","sold"
"1980","Porsche","911SC Coupe by Accumoto","2900","White","manual","205000","205000","2024-12-17 05:00:00","23","1429","55","sold"
"2013","Porsche","Cayenne GTS","140000","Black","automatic","10700","10700","2024-12-17 05:00:00","17","515","19","sold"
"1990","Porsche","911 Carrera 4 Cabriolet 5-Speed","28000","Black","manual","81964","81964","2024-12-17 05:00:00","41","976","52","sold"
"1985","Porsche","944 5-Speed","73000","Burgundy","manual","null","13500","2024-12-17 05:00:00","39","750","52","unsold"
"1997","Porsche","911 Carrera 4S 6-Speed","71000","Black","manual","null","113000","2024-12-17 05:00:00","56","1914","66","unsold"
"2022","Porsche","718 Spyder 6-Speed","2400","White","manual","118000","118000","2024-12-17 05:00:00","24","1211","37","sold"
"2007","Porsche","911 Targa 4 6-Speed","73000","Gray","manual","52500","52500","2024-12-17 05:00:00","26","1346","37","sold"
"1986","Porsche","911 Carrera Coupe","113000","Green","manual","147000","147000","2024-12-17 05:00:00","19","2028","93","sold"
"2019","Porsche","911 GT3 RS Weissach","5000","White","automatic","null","240000","2024-12-17 05:00:00","32","1412","52","unsold"
"1993","Porsche","968 Club Sport","126000","Yellow","manual","null","59999","2024-12-17 05:00:00","6","1370","77","unsold"
"2002","Porsche","911 Carrera Coupe 6-Speed","68000","Silver","manual","33750","33750","2024-12-17 05:00:00","29","783","34","sold"
"1990","Porsche","911 Carrera 3.8L 6-Speed","2000","Black","manual","413000","413000","2024-12-17 05:00:00","51","2195","126","sold"
"2018","Porsche","911 GT2 RS Weissach","5000","Silver","automatic","362000","362000","2024-12-17 05:00:00","31","1324","50","sold"
"2016","Porsche","911 Targa 4S","27000","Black","automatic","null","90500","2024-12-17 05:00:00","10","1614","40","unsold"
"1994","Porsche","911 Speedster by Evomax","400","Blue","manual","null","440000","2024-12-17 05:00:00","37","2208","169","unsold"
"2021","Porsche","911 Carrera Coupe","14000","Silver","automatic","90500","90500","2024-12-16 05:00:00","10","571","18","sold"
"1968","Porsche","912 Coupe","500","Ivory","manual","55500","55500","2024-12-16 05:00:00","30","1360","56","sold"
"2023","Porsche","911 GT3 Touring 6-Speed","2200","Black","manual","null","211111","null","0","1096","15","unsold"
"2006","Porsche","Cayenne Turbo S","185000","Black","automatic","7875","7875","2024-12-06 05:00:00","27","502","23","sold"
"1995","Porsche","911 Carrera Cabriolet 6-Speed","52000","Blue","manual","50500","50500","2024-12-06 05:00:00","31","990","35","sold"
"1979","Porsche","930 Turbo","20000","Red","manual","null","104000","2024-12-06 05:00:00","24","1890","46","unsold"
"1983","Porsche","911SC Coupe","97000","Blue","manual","77500","77500","2024-12-06 05:00:00","38","2070","123","sold"
"2014","Porsche","Cayenne Diesel","107000","Green","automatic","24000","24000","2024-12-06 05:00:00","34","822","47","sold"
"1987","Porsche","928 S4 5-Speed","129000","Black","manual","38500","38500","2024-12-06 05:00:00","43","1476","48","sold"
"1956","Porsche","356A Speedster","71000","Red","manual","195000","195000","2024-12-05 05:00:00","34","2060","114","sold"
"1989","Porsche","911 Carrera 4 Coupe 5-Speed","32000","Red","manual","96000","96000","2024-12-05 05:00:00","30","1082","56","sold"
"1972","Porsche","911S Targa 5-Speed","38000","Ivory","manual","72911","72911","2024-12-05 05:00:00","1","996","84","sold"
"2013","Porsche","911 Carrera Cabriolet","25000","White","automatic","60500","60500","2024-12-05 05:00:00","36","828","36","sold"
"2004","Porsche","911 GT3","34000","Black","manual","123996","123996","2024-12-05 05:00:00","32","813","63","sold"
"2016","Porsche","Panamera S E-Hybrid","67000","Blue","automatic","29200","29200","2024-12-05 05:00:00","41","607","23","sold"
"1957","Porsche","356A Coupe","86000","Beige","manual","136000","136000","2024-12-05 05:00:00","54","1595","68","sold"
"2014","Porsche","911 Turbo Coupe","44000","Black","automatic","117999","117999","2024-12-05 05:00:00","42","891","80","sold"
"2002","Porsche","911 Turbo Coupe X50 6-Speed","54000","Black","manual","60000","60000","2024-12-16 05:00:00","35","1236","62","sold"
"2006","Porsche","911 Carrera S Cabriolet 6-Speed","60000","Silver","manual","35888","35888","2024-12-16 05:00:00","31","1005","21","sold"
"1971","Porsche","911T Coupe Twin-Plug 2.7L","1600","Green","manual","155000","155000","2024-12-15 05:00:00","41","2078","151","sold"
"2024","Porsche","911 Carrera S Coupe 7-Speed","246","Gray","manual","152000","152000","2024-12-15 05:00:00","13","960","58","sold"
"1979","Porsche","911SC Cabriolet Conversion","58000","Red","manual","46500","46500","2024-12-15 05:00:00","33","610","21","sold"
"2011","Porsche","911 Carrera Coupe 6-Speed","43000","White","manual","null","56500","2024-12-15 05:00:00","32","1415","30","unsold"
"1989","Porsche","911 Speedster","19000","White","manual","180911","180911","2024-12-15 05:00:00","22","1375","61","sold"
"1995","Porsche","911 Carrera Cabriolet 6-Speed","279","White","manual","null","150000","2024-12-14 05:00:00","9","1242","62","unsold"
"1985","Porsche","911 Carrera Coupe","155000","Blue","manual","63250","63250","2024-12-14 05:00:00","47","1804","60","sold"
"2010","Porsche","911 Carrera Coupe","73000","Gray","automatic","49500","49500","2024-12-14 05:00:00","39","1081","33","sold"
"1986","Porsche","944 Turbo","143000","Red","manual","27000","27000","2024-12-14 05:00:00","33","1015","51","sold"
"2011","Porsche","Panamera S","26000","Silver","automatic","31000","31000","2024-12-14 05:00:00","69","849","37","sold"
"1980","Porsche","924 Turbo","26000","Red","manual","6900","6900","2024-12-14 05:00:00","18","558","46","sold"
"2015","Porsche","Cayenne Diesel","100000","Brown","automatic","35250","35250","2024-12-14 05:00:00","35","593","104","sold"
"2014","Porsche","911 50th Anniversary Edition Turbo S Coupe","3700","Gray","automatic","435000","435000","2024-12-14 05:00:00","52","3863","332","sold"
"2015","Porsche","911 Turbo S Coupe","21000","White","automatic","120000","120000","2024-12-13 05:00:00","16","1159","47","sold"
"2016","Porsche","911 Carrera GTS Coupe","31000","Gray","automatic","100000","100000","2024-12-13 05:00:00","43","1192","42","sold"
"2000","Porsche","911 Carrera 4 Coupe 6-Speed","64000","Silver","manual","30150","30150","2024-12-13 05:00:00","17","804","42","sold"
"1978","Porsche","930 Turbo","51000","Beige","manual","null","102000","2024-12-13 05:00:00","22","1737","69","unsold"
"1975","Porsche","911S Coupe 5-Speed","26000","Black","manual","86000","86000","2024-12-13 05:00:00","47","1452","63","sold"
"1990","Porsche","911 Carrera 4 Coupe 5-Speed","87000","Black","manual","null","80000","2024-12-13 05:00:00","22","986","29","unsold"
"1986","Porsche","944 5-Speed","122000","Red","manual","8777","8777","2024-12-13 05:00:00","24","776","29","sold"
"2024","Porsche","911 GT3 Touring","1200","Black","automatic","268000","268000","2024-12-13 05:00:00","20","1283","30","sold"
"2007","Porsche","911 Carrera S Coupe 6-Speed","166000","Gray","manual","34750","34750","2024-12-13 05:00:00","46","1528","48","sold"
"2015","Porsche","911 GT3 Cup","19000","Silver","automatic","105911","105911","2024-12-13 05:00:00","32","924","73","sold"
"2014","Porsche","Cayenne 6-Speed","35000","Blue","manual","40350","40350","2024-12-13 05:00:00","36","829","71","sold"
"2009","Porsche","911 Carrera S Coupe 6-Speed","33000","Gray","manual","58000","58000","2024-12-13 05:00:00","12","1557","36","sold"
"1978","Porsche","911SC Targa","182000","White","manual","34911","34911","2024-12-12 05:00:00","33","968","71","sold"
"1975","Porsche","911 Carrera Targa 5-Speed","39000","Silver","manual","131000","131000","2024-12-12 05:00:00","46","1102","79","sold"
"2022","Porsche","911 Targa 4S","22000","Blue","automatic","149000","149000","2024-12-12 05:00:00","33","1246","46","sold"
"2019","Porsche","911 GT3 RS","6000","Red","automatic","221000","221000","2024-12-09 05:00:00","15","1319","37","sold"
"2017","Porsche","Cayenne S","47000","Black","automatic","28500","28500","2024-12-12 05:00:00","13","489","46","sold"
"2005","Porsche","911 Turbo S Cabriolet 6-Speed","23000","Silver","manual","73000","73000","2024-12-12 05:00:00","35","783","65","sold"
"2010","Porsche","Boxster S","54000","Blue","automatic","31500","31500","2024-12-12 05:00:00","45","808","26","sold"
"2023","Porsche","911 Turbo S Coupe","4400","Blue","automatic","232003","232003","2024-12-12 05:00:00","22","1283","23","sold"
"2015","Porsche","911 Turbo Coupe","70000","Blue","automatic","83500","83500","2024-12-12 05:00:00","31","1125","60","sold"
"2018","Porsche","Macan GTS","10","Gray","automatic","null","19411","2024-12-12 05:00:00","24","624","52","unsold"
"2022","Porsche","718 Cayman GT4 6-Speed","2200","Blue","manual","125000","125000","2024-12-12 05:00:00","14","1555","55","sold"
"1965","Porsche","356C Coupe Project","93000","Green","manual","14500","14500","2024-12-12 05:00:00","23","1254","75","sold"
"1972","Porsche","914","609","Blue","manual","null","131000","2024-12-12 05:00:00","16","1675","109","unsold"
"1997","Porsche","911 Turbo by Kaege Retro","7000","White","manual","1177777","1177777","2024-12-12 05:00:00","55","2261","170","sold"
"1991","Porsche","911 Carrera 2 Coupe 3.8L 5-Speed","14000","White","manual","null","105000","2024-12-11 05:00:00","30","1268","37","unsold"
"2002","Porsche","911 Carrera 4S Coupe 6-Speed","46000","Red","manual","51250","51250","2024-12-11 05:00:00","32","1194","43","sold"
"2006","Porsche","911 Carrera 4S Coupe 6-Speed","95000","Black","manual","null","31250","2024-12-11 05:00:00","8","1262","28","unsold"
"2024","Porsche","911 GT3 RS Weissach","1300","Silver","automatic","null","341000","2024-12-11 05:00:00","17","1548","41","unsold"
"1972","Porsche","911T Coupe 5-Speed","59000","White","manual","90500","90500","2024-12-11 05:00:00","29","1570","69","sold"
"2016","Porsche","Cayenne Diesel","58000","White","automatic","46500","46500","2024-12-11 05:00:00","72","792","61","sold"
"1971","Porsche","911T Coupe 5-Speed Project","null","Gray","manual","20000","20000","2024-12-11 05:00:00","25","902","32","sold"
"1999","Porsche","911 Carrera Coupe 6-Speed","68000","Silver","manual","29250","29250","2024-12-11 05:00:00","27","819","52","sold"
"2010","Porsche","Boxster 6-Speed","94000","Silver","manual","18750","18750","2024-12-11 05:00:00","22","614","66","sold"
"1970","Porsche","914-6","18000","Blue","manual","52000","52000","2024-12-10 05:00:00","13","1193","52","sold"
"2022","Porsche","Cayenne Turbo GT","2800","White","automatic","162000","162000","2024-12-10 05:00:00","33","815","40","sold"
"2024","Porsche","718 Spyder RS Weissach","479","Blue","automatic","225000","225000","2024-12-10 05:00:00","17","1084","53","sold"
"1998","Porsche","911 Carrera S Coupe","29000","Black","automatic","137000","137000","2024-12-10 05:00:00","10","1690","45","sold"
"2009","Porsche","911 Carrera Cabriolet 6-Speed","36000","Black","manual","null","42500","2024-12-10 05:00:00","21","1010","21","unsold"
"2011","Porsche","Boxster S 6-Speed","41000","Red","manual","32500","32500","2024-12-10 05:00:00","29","933","68","sold"
"1984","Porsche","944 5-Speed","71000","Red","manual","null","15000","2024-12-10 05:00:00","11","830","48","unsold"
"1987","Porsche","924S 5-Speed","20000","White","manual","null","10000","2024-12-10 05:00:00","26","552","35","unsold"
"1988","Porsche","928 S4","18000","Red","automatic","54500","54500","2024-12-10 05:00:00","30","1040","49","sold"
"2012","Porsche","911 Turbo Coupe 6-Speed","2000","Black","manual","230000","230000","2024-12-10 05:00:00","35","1594","84","sold"
"2023","Porsche","718 Spyder 6-Speed","872","Gray","manual","null","125000","2024-12-10 05:00:00","19","1306","59","unsold"
"2012","Porsche","Cayman R 6-Speed","85000","White","manual","62987","62987","2024-12-10 05:00:00","50","1294","92","sold"
"2014","Porsche","Cayenne GTS","126000","Gray","automatic","19750","19750","2024-11-29 05:00:00","19","885","27","sold"
"2022","Porsche","911 Carrera S Coupe","10000","Blue","automatic","144001","144001","2024-12-09 05:00:00","24","872","49","sold"
"1996","Porsche","911 Carrera Cabriolet 6-Speed","99000","Unknown","manual","63500","63500","2024-12-09 05:00:00","18","963","35","sold"
"2012","Porsche","911 Carrera GTS Cabriolet 6-Speed","9000","Silver","manual","110997","110997","2024-12-09 05:00:00","6","862","46","sold"
"2008","Porsche","Cayenne Turbo","106000","Black","automatic","20000","20000","2024-12-09 05:00:00","33","734","32","sold"
"1990","Porsche","944 S2 Cabriolet 5-Speed","8000","Blue","manual","12600","12600","2024-12-09 05:00:00","29","677","14","sold"
"2004","Porsche","911 Turbo Cabriolet","64000","Silver","automatic","45750","45750","2024-12-09 05:00:00","12","511","27","sold"
"1962","Porsche","356B Coupe","21000","Green","manual","80500","80500","2024-12-09 05:00:00","28","1743","58","sold"
"2021","Porsche","718 Cayman GTS 4.0","18000","Black","automatic","null","78718","2024-12-09 05:00:00","26","857","36","unsold"
"2001","Porsche","911 Carrera Cabriolet 6-Speed","85000","Red","manual","18750","18750","2024-12-09 05:00:00","19","549","33","sold"
"1969","Porsche","912 Coupe 5-Speed","67000","Burgundy","manual","46000","46000","2024-12-09 05:00:00","57","1235","69","sold"
"1986","Porsche","911 Carrera Coupe","57000","Red","manual","61000","61000","2024-12-09 05:00:00","20","1250","43","sold"
"1996","Porsche","911 Carrera Coupe 6-Speed","54000","Red","manual","92500","92500","2024-12-09 05:00:00","45","1933","41","sold"
"2009","Porsche","911 Carrera S Cabriolet 6-Speed","40000","Blue","manual","64000","64000","2024-12-09 05:00:00","17","1290","43","sold"
"1994","Porsche","911 Carrera 4 Widebody 5-Speed","58000","White","manual","197000","197000","2024-12-09 05:00:00","49","2116","99","sold"
"1974","Porsche","914","75000","Blue","manual","40000","40000","2024-12-09 05:00:00","24","1480","71","sold"
"1965","Porsche","911 Coupe 5-Speed","27000","Red","manual","94999","94999","2024-12-09 05:00:00","13","1196","85","sold"
"2003","Porsche","911 Turbo Coupe X50 6-Speed","69000","Gray","manual","66759","66759","2024-12-08 05:00:00","16","1315","102","sold"
"2000","Porsche","911 Carrera Cabriolet 6-Speed","63000","Blue","manual","28000","28000","2024-12-08 05:00:00","24","685","22","sold"
"2018","Porsche","911 GT3","800","Orange","automatic","null","162000","2024-12-07 05:00:00","23","1217","32","unsold"
"1995","Porsche","911 Carrera Coupe 6-Speed","37000","Silver","manual","105000","105000","2024-12-07 05:00:00","22","1756","46","sold"
"1968","Porsche","911L Soft-Window Targa","69000","Red","manual","null","30250","2024-11-26 05:00:00","26","1037","34","unsold"
"1970","Porsche","911S Targa 5-Speed","29000","Blue","manual","126000","126000","2024-11-26 05:00:00","41","1724","87","sold"
"2023","Porsche","718 Cayman GT4 RS Weissach","129","Blue","automatic","191000","191000","2024-11-26 05:00:00","13","1068","104","sold"
"2024","Porsche","911 Carrera T Coupe 7-Speed","2100","White","manual","120992","120992","2024-11-26 05:00:00","38","933","50","sold"
"2017","Porsche","911 Turbo S Coupe","20000","Silver","automatic","161000","161000","2024-11-26 05:00:00","39","1128","51","sold"
"2012","Porsche","911 Carrera GTS Coupe","14000","Gray","automatic","107000","107000","2024-11-26 05:00:00","34","1576","49","sold"
"1973","Porsche","914","500","Blue","manual","null","28000","2024-11-26 05:00:00","17","1813","137","unsold"
"2016","Porsche","Cayenne Diesel","75000","Black","automatic","32750","32750","2024-11-25 05:00:00","31","781","76","sold"
"2006","Porsche","Cayman S 3.8L 6-Speed","35000","Silver","manual","66500","66500","2024-11-25 05:00:00","49","1203","98","sold"
"2023","Porsche","911 Dakar","172","White","automatic","291000","291000","2024-11-25 05:00:00","32","986","41","sold"
"2009","Porsche","Cayenne","40000","Black","automatic","20252","20252","2024-11-18 05:00:00","27","359","30","sold"
"1963","Porsche","-Diesel Super 339 Tractor","null","Beige","manual","37500","37500","2024-12-04 05:00:00","31","419","22","sold"
"2024","Porsche","Taycan Turbo S","1500","Black","automatic","145000","145000","2024-12-04 05:00:00","33","679","34","sold"
"2010","Porsche","Panamera Turbo","82000","Black","automatic","26750","26750","2024-12-04 05:00:00","48","795","39","sold"
"2013","Porsche","Cayenne Diesel","74000","White","automatic","26750","26750","2024-12-04 05:00:00","50","681","55","sold"
"1997","Porsche","911 Carrera Coupe 6-Speed","200000","White","manual","75000","75000","2024-12-04 05:00:00","21","1415","84","sold"
"2015","Porsche","Cayman GTS","10000","Silver","automatic","63500","63500","2024-12-04 05:00:00","31","912","33","sold"
"1999","Porsche","911 Carrera Coupe 6-Speed","40000","Blue","manual","43000","43000","2024-12-04 05:00:00","52","965","65","sold"
"2011","Porsche","911 Turbo S Cabriolet","48000","White","automatic","null","75000","2024-12-04 05:00:00","25","856","28","unsold"
"2021","Porsche","718 Cayman GT4 6-Speed","2600","White","manual","null","118000","2024-12-04 05:00:00","26","1594","79","unsold"
"1976","Porsche","911S Coupe Sportomatic","67000","Black","automatic","67911","67911","2024-12-03 05:00:00","33","784","93","sold"
"1988","Porsche","928 S4","94000","Silver","automatic","21500","21500","2024-12-03 05:00:00","21","936","21","sold"
"1988","Porsche","911 Carrera Cabriolet G50","26000","White","manual","78500","78500","2024-12-03 05:00:00","37","875","76","sold"
"2001","Porsche","Boxster S 6-Speed","46000","Black","manual","16350","16350","2024-12-03 05:00:00","42","535","22","sold"
"2004","Porsche","911 40th Anniversary 6-Speed","58000","Silver","manual","40000","40000","2024-12-03 05:00:00","42","1059","39","sold"
